subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Biden,3/1/2022,all,46.159362,47.282659,04:08:42  2 Mar 2022
Biden,3/24/2022,I,45.936255,47.568207,13:14:08 24 Mar 2022
Trump,12/25/2021,all,38.940859,57.001143,08:33:40 27 Dec 2021
Trump,8/1/2021,D,9.4143635,87.934516,10:10:17  2 Aug 2021
Trump,1/17/2021,all,39.403776,56.757776,13:10:23 17 Jan 2021
Biden,6/26/2021,R,32.423865,62.645859,21:05:50 29 Jun 2021
Biden,8/14/2021,D,88.737313,8.5677096,08:15:10 18 Aug 2021
Trump,7/2/2021,R,76.792488,19.971529,07:05:18  2 Jul 2021
Biden,5/12/2021,I,58.921809,34.04151,09:05:12 12 May 2021
Biden,5/12/2021,all,62.927577,31.512041,09:05:19 12 May 2021
Biden,12/10/2021,I,40.39767,49.894758,09:39:11 10 Dec 2021
Trump,6/5/2020,D,11.547949,86.469284,16:35:07  5 Jun 2020
Trump,3/14/2020,I,38.7824,47.74377,17:45:19  2 Apr 2020
Trump,3/31/2021,all,38.269632,57.854772,19:35:25 31 Mar 2021
Biden,3/30/2021,D,91.187927,6.2403649,16:25:06 30 Mar 2021
Trump,3/30/2021,D,8.770641,88.884887,16:25:10 30 Mar 2021
Biden,3/30/2021,I,59.200723000000004,33.175308,16:25:10 30 Mar 2021
Trump,3/30/2021,I,35.865281,57.707884,16:25:13 30 Mar 2021
Biden,3/30/2021,R,28.59932,65.080017,16:25:14 30 Mar 2021
Trump,3/30/2021,R,76.134851,20.298546,16:25:18 30 Mar 2021
Biden,3/30/2021,all,61.991761,31.09557,16:25:18 30 Mar 2021
Trump,3/30/2021,all,38.269632,57.854772,16:25:23 30 Mar 2021
Biden,3/29/2021,D,90.775725,6.5852635,16:25:06 29 Mar 2021
Trump,3/29/2021,D,8.770641,88.884887,16:25:10 29 Mar 2021
Biden,3/29/2021,I,58.242675,34.565241,16:25:10 29 Mar 2021
Trump,3/29/2021,I,35.865281,57.707884,16:25:14 29 Mar 2021
Biden,3/29/2021,R,28.322811,65.583989,16:25:14 29 Mar 2021
Trump,3/29/2021,R,76.134851,20.298546,16:25:18 29 Mar 2021
Biden,3/29/2021,all,61.601979,32.442643,16:25:18 29 Mar 2021
Biden,1/31/2022,R,15.551259,81.200727,13:03:16 31 Jan 2022
Trump,9/8/2020,R,80.795965,16.621236,19:05:12  8 Sep 2020
Biden,9/16/2021,I,45.847905,45.718333,19:05:12 16 Sep 2021
Biden,1/30/2021,D,84,3,11:08:09  8 Feb 2021
Trump,7/22/2020,D,8.6925659,89.633106,14:30:07 22 Jul 2020
Trump,4/6/2021,I,35.918727,57.488042,03:25:17  6 Apr 2021
Trump,7/15/2021,D,9.4143635,87.934516,08:00:36 20 Jul 2021
Biden,7/28/2021,R,27.309021,68.518081,11:40:24 28 Jul 2021
Trump,2/11/2022,D,9.4143635,87.934516,13:18:11 11 Feb 2022
Biden,3/28/2022,D,82.975038,13.684746,10:56:08 28 Mar 2022
Trump,2/25/2022,D,9.4143635,87.934516,12:26:09 25 Feb 2022
Biden,3/30/2022,D,82.916021,13.684415,13:43:09 30 Mar 2022
Biden,5/21/2021,D,91.968365,6.0769447,21:05:06 21 May 2021
Biden,10/10/2021,D,84.485611,11.357549,09:40:11 13 Oct 2021
Trump,3/25/2021,R,76.134851,20.298546,21:30:18 25 Mar 2021
Biden,8/15/2021,D,88.737313,8.5677096,08:15:09 18 Aug 2021
Trump,9/6/2021,D,9.4143635,87.934516,13:10:16  7 Sep 2021
Biden,5/4/2021,all,62.362961,31.769746,10:15:57  5 May 2021
Trump,2/19/2022,all,38.940859,57.001143,08:46:30 22 Feb 2022
Trump,7/23/2020,all,38.017899,58.393985,17:00:17 23 Jul 2020
Biden,2/2/2021,R,27.64291,59.79015,11:10:05  8 Feb 2021
Biden,2/17/2021,I,53.868874,30.940607,12:25:10 17 Feb 2021
Trump,1/7/2021,all,40.133856,55.984851,13:15:21  7 Jan 2021
Trump,5/21/2020,D,12.369357,84.675068,18:15:06 21 May 2020
Trump,8/3/2021,all,38.942568,57.005674,08:00:48  4 Aug 2021
Biden,5/6/2021,all,62.540964,31.638271,14:10:30  7 May 2021
Trump,5/27/2021,all,38.942568,57.005674,07:40:44 28 May 2021
Biden,6/28/2021,R,32.423865,62.645859,21:05:49 29 Jun 2021
Trump,7/20/2020,I,33.020906,61.154527,18:45:09 20 Jul 2020
Trump,2/7/2022,I,35.912502,57.484054,20:23:13  7 Feb 2022
Trump,5/16/2020,R,82.649938,14.536386,08:05:08 16 May 2020
Biden,3/23/2021,R,29.033991,65.194569,10:45:22 24 Mar 2021
Trump,4/13/2020,D,17.849981,79.898285,19:05:04 13 Apr 2020
Biden,3/10/2022,D,81.856749,13.278082,21:41:06 10 Mar 2022
Trump,5/12/2020,D,12.626437,84.346493,23:05:06 12 May 2020
Biden,11/22/2021,R,14.583325,81.381535,12:49:14 22 Nov 2021
Biden,6/18/2022,all,48.104198,43.669783,20:31:30 21 Jun 2022
Biden,2/12/2022,I,41.638383,49.652674,08:45:44 14 Feb 2022
Trump,10/3/2021,I,35.912502,57.484054,10:30:36  4 Oct 2021
Biden,9/12/2021,R,20.226954,74.940739,14:55:53 14 Sep 2021
Trump,8/30/2020,D,8.5298004,90.006854,07:40:09 30 Aug 2020
Trump,12/25/2021,I,35.912502,57.484054,08:32:54 27 Dec 2021
Trump,12/6/2021,I,35.912502,57.484054,12:02:13  6 Dec 2021
Trump,6/23/2021,all,38.942568,57.005674,18:55:25 23 Jun 2021
Biden,4/21/2021,R,30.238321,64.661322,10:20:15 21 Apr 2021
Biden,9/6/2021,R,19.391469,76.452319,13:10:26  7 Sep 2021
Trump,10/11/2021,I,35.912502,57.484054,09:40:45 13 Oct 2021
Trump,7/13/2020,I,34.652292,59.415715,16:45:10 13 Jul 2020
Trump,7/14/2020,R,80.786528,16.885004,19:00:11 14 Jul 2020
Trump,11/13/2020,R,83.028498,14.820612,03:35:45 16 Nov 2020
Trump,10/7/2020,R,82.458819,15.384265,18:10:13  7 Oct 2020
Trump,10/15/2020,I,34.999781,60.913465,22:40:13 15 Oct 2020
Biden,7/28/2021,all,59.245527,35.101914,11:40:33 28 Jul 2021
Trump,2/13/2021,D,8.812404,88.85838,17:31:53 15 Feb 2021
Biden,10/28/2021,R,18.42237,77.31837,13:53:13 28 Oct 2021
Trump,1/4/2022,all,38.940859,57.001143,09:06:13  4 Jan 2022
Trump,2/1/2021,all,38.27279,57.86994,11:11:54  8 Feb 2021
Trump,1/13/2021,I,35.013016,58.182527,14:05:14 13 Jan 2021
Trump,10/9/2021,all,38.940859,57.001143,09:41:51 13 Oct 2021
Trump,4/18/2021,D,9.4243706,87.920949,09:15:19 20 Apr 2021
Biden,10/26/2021,R,19.14868,76.54358,09:30:28 27 Oct 2021
Trump,8/29/2021,D,9.4143635,87.934516,08:05:17 30 Aug 2021
Trump,5/10/2021,D,9.4243706,87.920949,09:10:12 10 May 2021
Trump,7/23/2021,I,35.912502,57.484054,11:10:15 23 Jul 2021
Biden,2/23/2021,D,91.901388,4.3734797,10:05:07 23 Feb 2021
Trump,1/9/2022,all,38.940859,57.001143,08:09:30 10 Jan 2022
Trump,7/1/2021,D,9.4143635,87.934516,08:40:12  1 Jul 2021
Trump,7/4/2020,R,81.194657,16.266756,06:50:28  7 Jul 2020
Biden,3/17/2022,all,49.390647,43.531907,10:09:30 21 Mar 2022
Biden,6/23/2021,all,62.109943,33.018363,18:55:19 23 Jun 2021
Biden,9/11/2021,R,20.226954,74.940739,14:55:54 14 Sep 2021
Trump,10/9/2021,R,76.792488,19.971529,09:41:17 13 Oct 2021
Biden,3/22/2022,D,83.82376,12.260657,16:32:07 22 Mar 2022
Trump,3/10/2020,all,42.31873,47.46267,17:45:47  2 Apr 2020
Trump,2/21/2021,I,35.865281,57.707884,09:35:26 22 Feb 2021
Biden,4/11/2021,I,60.516066,31.722601,16:35:26 11 Apr 2021
Trump,11/22/2020,R,80.897656,16.547773,08:30:38 24 Nov 2020
Trump,2/7/2021,R,76.12318,20.32731,11:10:13  8 Feb 2021
Biden,3/25/2022,R,18.729529,77.472041,09:23:09 25 Mar 2022
Biden,1/4/2022,D,83.053862,12.86173,09:05:08  4 Jan 2022
Trump,1/23/2021,D,8.812404,88.85838,11:08:58  8 Feb 2021
Trump,3/29/2020,D,20.39381,76.68404,17:45:03  2 Apr 2020
Biden,9/17/2021,I,45.831193,46.190721,13:35:22 19 Sep 2021
Trump,3/17/2020,I,40.7688,47.49585,17:45:18  2 Apr 2020
Trump,3/18/2020,D,16.56148,78.17043,17:45:06  2 Apr 2020
Trump,9/27/2020,all,40.071606,56.46874,16:20:16 27 Sep 2020
Trump,11/5/2021,R,76.792488,19.971529,09:10:55  8 Nov 2021
Biden,8/18/2021,I,51.159617,42.009506,09:10:12 18 Aug 2021
Trump,2/11/2022,I,35.912502,57.484054,13:18:14 11 Feb 2022
Trump,11/16/2020,all,39.935743,57.151862,21:25:20 16 Nov 2020
Trump,10/10/2020,I,35.000656,60.286144,18:35:10 10 Oct 2020
Biden,11/7/2021,R,17.610222,76.931206,09:10:42  8 Nov 2021
Trump,9/5/2021,D,9.4143635,87.934516,08:10:12  5 Sep 2021
Trump,11/1/2020,all,39.67664,57.183456,09:45:39  1 Nov 2020
Biden,4/26/2021,all,62.323392,31.28415,09:35:33 27 Apr 2021
Trump,12/30/2020,D,9.5047578,88.800538,08:35:30  5 Jan 2021
Biden,3/19/2022,D,83.695437,11.796567,10:09:10 21 Mar 2022
Biden,1/26/2021,I,46,25,11:09:08  8 Feb 2021
Trump,10/23/2020,D,7.0999897,89.526965,18:30:08 23 Oct 2020
Trump,5/18/2020,R,82.379433,14.996934,16:35:08 18 May 2020
Trump,2/16/2020,all,46.82001,26.48684,17:45:54  2 Apr 2020
Trump,6/19/2021,I,35.912502,57.484054,09:25:35 21 Jun 2021
Biden,4/29/2021,D,92.528661,5.1366487,10:40:09 30 Apr 2021
Trump,11/10/2021,D,9.4143635,87.934516,20:17:10 10 Nov 2021
Trump,5/8/2020,D,13.217022,83.836094,16:10:07  8 May 2020
Trump,6/5/2020,R,83.889584,13.736745,16:35:10  5 Jun 2020
Biden,6/25/2022,D,81.705035,13.520196,10:52:13 29 Jun 2022
Biden,6/12/2021,all,62.539313,32.65597,08:46:15 16 Jun 2021
Trump,3/25/2020,all,49.7131,46.1678,17:45:43  2 Apr 2020
Trump,10/20/2021,I,35.912502,57.484054,20:40:16 20 Oct 2021
Trump,7/13/2021,R,76.792488,19.971529,11:35:34 14 Jul 2021
Biden,4/11/2022,D,82.903629,13.200176,20:04:07 11 Apr 2022
Trump,3/7/2021,R,76.134851,20.298546,09:35:38  8 Mar 2021
Trump,9/12/2021,R,76.792488,19.971529,14:56:06 14 Sep 2021
Trump,11/1/2020,D,6.2657935,91.365343,09:45:10  1 Nov 2020
Biden,4/17/2022,all,49.687578,42.862061,09:02:39 20 Apr 2022
Biden,4/21/2022,D,82.544719,12.231014,13:17:07 21 Apr 2022
Trump,3/12/2020,all,43.16972,48.739,17:45:47  2 Apr 2020
Biden,7/1/2021,all,62.099958,32.847734,08:40:21  1 Jul 2021
Trump,3/22/2020,I,44.96327,46.96952,17:45:17  2 Apr 2020
Trump,4/1/2021,all,38.269632,57.854772,10:40:25  1 Apr 2021
Trump,9/27/2020,R,81.554482,16.101741,16:20:13 27 Sep 2020
Trump,1/11/2022,D,9.4143635,87.934516,09:06:13 12 Jan 2022
Biden,11/25/2021,I,42.68177,49.963373,17:56:20 27 Nov 2021
Biden,3/3/2021,all,60.122923,31.47976,10:50:20  3 Mar 2021
Biden,7/12/2021,all,60.573376,31.013347,20:55:59 12 Jul 2021
Biden,5/1/2021,all,62.732353,31.530468,20:20:18  1 May 2021
Trump,9/25/2021,all,38.940859,57.001143,08:36:49 29 Sep 2021
Biden,3/12/2022,R,20.091244,76.283308,15:02:12 13 Mar 2022
Biden,6/21/2021,all,61.694949,33.198178,09:25:57 21 Jun 2021
Trump,5/10/2020,I,38.993786,53.97764,11:05:08 11 May 2020
Trump,5/20/2021,I,35.918727,57.488042,12:15:21 21 May 2021
Trump,3/10/2020,D,13.98956,78.5371,17:45:08  2 Apr 2020
Trump,9/10/2020,R,81.144942,16.253733,13:05:12 10 Sep 2020
Trump,12/25/2020,I,34.46289,58.892389,02:30:26 27 Dec 2020
Trump,2/18/2021,all,38.269632,57.854772,05:55:40 19 Feb 2021
Biden,11/15/2021,R,17.051527,78.611284,08:58:22 16 Nov 2021
Trump,2/7/2021,all,38.27279,57.86994,11:11:27  8 Feb 2021
Biden,1/18/2022,all,44.675292,48.013339,09:34:19 18 Jan 2022
Biden,8/5/2021,D,89.469626,8.0482761,08:50:07  5 Aug 2021
Trump,12/26/2020,R,81.135586,16.305441,02:30:33 27 Dec 2020
Biden,1/18/2022,D,79.868956,15.42058,09:34:07 18 Jan 2022
Trump,10/28/2020,R,82.631922,15.428001,19:40:14 28 Oct 2020
Biden,11/27/2021,R,14.884332,81.131771,17:56:29 27 Nov 2021
Trump,2/27/2022,I,35.912502,57.484054,13:01:18 27 Feb 2022
Trump,10/10/2021,R,76.792488,19.971529,09:41:13 13 Oct 2021
Biden,3/4/2021,all,60.055335,31.567818,09:00:20  4 Mar 2021
Trump,5/10/2021,all,38.952622,57.001373,09:10:47 10 May 2021
Trump,1/17/2021,D,9.591489,87.289807,13:10:11 17 Jan 2021
Biden,1/21/2022,I,36.907617,55.073597,09:19:12 21 Jan 2022
Biden,6/26/2022,D,81.705035,13.520196,10:52:11 29 Jun 2022
Trump,1/19/2022,I,35.912502,57.484054,20:56:14 19 Jan 2022
Trump,10/10/2020,all,40.39881,56.667652,18:35:17 10 Oct 2020
Biden,7/27/2021,D,89.999537,7.1915214,11:40:08 28 Jul 2021
Trump,2/2/2022,R,76.792488,19.971529,14:39:17  2 Feb 2022
Biden,6/20/2021,R,31.879265,63.289067,09:25:40 21 Jun 2021
Biden,1/26/2022,D,77.097475,18.015478,09:48:07 26 Jan 2022
Trump,9/26/2020,all,40.071606,56.46874,01:00:29 27 Sep 2020
Biden,11/20/2021,I,42.67147,49.486163,09:31:18 22 Nov 2021
Trump,6/13/2021,all,38.942568,57.005674,08:46:38 16 Jun 2021
Trump,1/24/2022,all,38.940859,57.001143,08:10:17 24 Jan 2022
Biden,3/11/2021,D,91.293842,5.9784613,13:00:08 11 Mar 2021
Trump,3/2/2021,D,8.770641,88.884887,20:15:10  2 Mar 2021
Biden,4/23/2022,D,82.114248,12.907454,20:07:10 26 Apr 2022
Biden,7/15/2021,I,57.552725,35.338729,08:00:39 20 Jul 2021
Biden,10/10/2021,I,45.041428,47.546526,09:40:34 13 Oct 2021
Biden,11/26/2021,I,42.68177,49.963373,17:56:19 27 Nov 2021
Biden,9/15/2021,D,86.335666,10.402627,10:30:07 15 Sep 2021
Trump,8/22/2020,I,33.693613,61.11986,10:40:13 23 Aug 2020
Trump,8/22/2020,all,38.866311,57.96278,10:40:24 23 Aug 2020
Trump,8/22/2020,D,8.316053,90.266071,10:40:09 23 Aug 2020
Trump,8/21/2020,D,8.4402709,89.983737,19:25:08 21 Aug 2020
Trump,8/21/2020,I,33.080116,61.111004,19:25:10 21 Aug 2020
Trump,8/21/2020,R,78.967214,18.450615,19:25:12 21 Aug 2020
Trump,8/21/2020,all,38.745148,57.87988,19:25:15 21 Aug 2020
Trump,8/20/2020,D,8.2400806,90.154359,13:00:10 20 Aug 2020
Trump,8/20/2020,I,32.993589,61.144795,13:00:12 20 Aug 2020
Trump,8/20/2020,R,79.087492,18.365531,13:00:14 20 Aug 2020
Trump,8/20/2020,all,38.896629,57.791368,13:00:17 20 Aug 2020
Trump,8/19/2020,D,8.2203256,90.16504,17:00:10 19 Aug 2020
Trump,8/19/2020,I,33.007447,61.138323,17:00:13 19 Aug 2020
Trump,8/19/2020,R,79.063806,18.420191,17:00:15 19 Aug 2020
Trump,8/19/2020,all,38.995586,57.731978,17:00:18 19 Aug 2020
Trump,8/18/2020,D,8.4164296,89.964958,19:50:14 18 Aug 2020
Trump,8/18/2020,I,32.880743,61.398097,19:50:16 18 Aug 2020
Trump,8/18/2020,R,78.394137,19.14206,19:50:18 18 Aug 2020
Trump,8/18/2020,all,38.923331,57.893441,19:50:21 18 Aug 2020
Trump,8/17/2020,D,10.211096,88.101201,22:45:10 17 Aug 2020
Trump,8/17/2020,I,32.835616,61.796856,22:45:12 17 Aug 2020
Trump,8/17/2020,R,78.616259,19.253244,22:45:14 17 Aug 2020
Trump,8/17/2020,all,38.922086,57.938603,22:45:17 17 Aug 2020
Trump,8/16/2020,I,33.134432,61.185123,09:05:11 16 Aug 2020
Trump,8/16/2020,all,39.350293,57.309799,09:05:20 16 Aug 2020
Trump,8/16/2020,R,78.403134,19.181075,09:05:15 16 Aug 2020
Trump,8/16/2020,D,10.941653,87.177061,09:05:07 16 Aug 2020
Trump,8/15/2020,all,39.350293,57.309799,09:05:23 16 Aug 2020
Trump,8/15/2020,I,33.134432,61.185123,09:05:13 16 Aug 2020
Trump,8/15/2020,R,78.403134,19.181075,09:05:17 16 Aug 2020
Trump,8/15/2020,D,10.941653,87.177061,09:05:09 16 Aug 2020
Trump,8/14/2020,D,10.941653,87.177061,09:05:09 14 Aug 2020
Trump,8/14/2020,I,33.134432,61.185123,09:05:11 14 Aug 2020
Trump,8/14/2020,R,78.403134,19.181075,09:05:13 14 Aug 2020
Trump,8/14/2020,all,39.201365,57.341293,09:05:16 14 Aug 2020
Trump,8/13/2020,D,10.812695,87.205309,18:45:08 13 Aug 2020
Trump,8/13/2020,I,33.134432,61.185123,18:45:10 13 Aug 2020
Trump,8/13/2020,R,78.617037,18.893875,18:45:12 13 Aug 2020
Trump,8/13/2020,all,39.17338,57.32529,18:45:15 13 Aug 2020
Trump,8/12/2020,D,8.0944568,90.001984,16:05:08 12 Aug 2020
Trump,8/12/2020,I,31.97221,62.030544,16:05:10 12 Aug 2020
Trump,8/12/2020,R,77.639427,19.523235,16:05:12 12 Aug 2020
Trump,8/12/2020,all,38.321569,57.929143,16:05:15 12 Aug 2020
Trump,8/11/2020,D,8.1535247,89.776655,16:55:09 11 Aug 2020
Trump,8/11/2020,I,32.333253,61.950105,16:55:11 11 Aug 2020
Trump,8/11/2020,R,77.559183,19.589442,16:55:13 11 Aug 2020
Trump,8/11/2020,all,37.916173,58.171805,16:55:15 11 Aug 2020
Trump,8/10/2020,D,8.1639159,89.740153,13:25:12 10 Aug 2020
Trump,8/10/2020,I,32.36257,61.893868,13:25:14 10 Aug 2020
Trump,8/10/2020,R,77.422457,19.739125,13:25:17 10 Aug 2020
Trump,8/10/2020,all,37.907785,58.194631,13:25:20 10 Aug 2020
Trump,8/9/2020,I,32.36257,61.893868,10:35:17 10 Aug 2020
Trump,8/9/2020,all,37.907785,58.194631,10:35:30 10 Aug 2020
Trump,8/9/2020,R,77.422457,19.739125,10:35:23 10 Aug 2020
Trump,8/9/2020,D,8.1639159,89.740153,10:35:11 10 Aug 2020
Trump,8/8/2020,R,77.422457,19.739125,10:35:25 10 Aug 2020
Trump,8/8/2020,all,37.907785,58.194631,10:35:33 10 Aug 2020
Trump,8/8/2020,D,8.1639159,89.740153,10:35:13 10 Aug 2020
Trump,8/8/2020,I,32.36257,61.893868,10:35:18 10 Aug 2020
Trump,8/7/2020,D,8.5389147,89.167865,14:00:11  7 Aug 2020
Trump,8/7/2020,I,32.463665,61.770243,14:00:13  7 Aug 2020
Trump,8/7/2020,R,77.381738,19.727434,14:00:15  7 Aug 2020
Trump,8/7/2020,all,37.88213,58.051084,14:00:19  7 Aug 2020
Trump,8/6/2020,D,8.5389147,89.167865,20:50:09  6 Aug 2020
Trump,8/6/2020,I,32.463665,61.770243,20:50:10  6 Aug 2020
Trump,8/6/2020,R,77.381738,19.727434,20:50:12  6 Aug 2020
Trump,8/6/2020,all,37.86332,58.062767,20:50:15  6 Aug 2020
Trump,8/5/2020,D,8.7989628,89.262043,18:45:09  5 Aug 2020
Trump,8/5/2020,I,32.624813,61.505683,18:45:11  5 Aug 2020
Trump,8/5/2020,R,77.913601,19.703757,18:45:13  5 Aug 2020
Trump,8/5/2020,all,37.870305,57.82709,18:45:15  5 Aug 2020
Trump,8/4/2020,D,8.7662665,89.37154,20:05:07  4 Aug 2020
Trump,8/4/2020,I,32.909855,61.298194,20:05:09  4 Aug 2020
Trump,8/4/2020,R,78.189465,19.583786,20:05:11  4 Aug 2020
Trump,8/4/2020,all,37.7207,58.069832,20:05:13  4 Aug 2020
Trump,8/3/2020,I,32.84292,61.782441,06:35:20  4 Aug 2020
Trump,8/3/2020,D,8.7018363,89.363493,06:35:12  4 Aug 2020
Trump,8/3/2020,all,37.623608,58.25698,06:35:37  4 Aug 2020
Trump,8/3/2020,R,77.90349,19.999739,06:35:27  4 Aug 2020
Trump,8/2/2020,R,77.90349,19.999739,06:35:30  4 Aug 2020
Trump,8/2/2020,all,37.623608,58.25698,06:35:39  4 Aug 2020
Trump,8/2/2020,I,32.84292,61.782441,06:35:22  4 Aug 2020
Trump,8/2/2020,D,8.7018363,89.363493,06:35:14  4 Aug 2020
Trump,8/1/2020,R,77.7428,20.159718,06:35:32  4 Aug 2020
Trump,8/1/2020,all,37.574635,58.289169,06:35:42  4 Aug 2020
Trump,8/1/2020,D,8.7447818,89.338418,06:35:16  4 Aug 2020
Trump,8/1/2020,I,32.863533,61.761077,06:35:23  4 Aug 2020
Trump,7/31/2020,D,8.7447818,89.338418,12:50:10 31 Jul 2020
Trump,7/31/2020,I,32.863533,61.761077,12:50:12 31 Jul 2020
Trump,7/31/2020,R,77.7428,20.159718,12:50:14 31 Jul 2020
Trump,7/31/2020,all,37.574635,58.289169,12:50:17 31 Jul 2020
Trump,7/30/2020,D,8.7956857,89.308779,13:25:08 30 Jul 2020
Trump,7/30/2020,I,32.749223,61.523659,13:25:10 30 Jul 2020
Trump,7/30/2020,R,77.877213,19.900976,13:25:12 30 Jul 2020
Trump,7/30/2020,all,37.566403,58.287501,13:25:14 30 Jul 2020
Trump,7/29/2020,D,8.7585266,89.351122,19:00:08 29 Jul 2020
Trump,7/29/2020,I,32.922881,61.320674,19:00:10 29 Jul 2020
Trump,7/29/2020,R,77.850157,19.917716,19:00:12 29 Jul 2020
Trump,7/29/2020,all,37.601021,58.801434,19:00:15 29 Jul 2020
Trump,7/28/2020,D,8.1306408,90.0502,07:10:07 28 Jul 2020
Trump,7/28/2020,I,33.218552,61.369154,07:10:09 28 Jul 2020
Trump,7/28/2020,R,78.048798,19.728908,07:10:11 28 Jul 2020
Trump,7/28/2020,all,37.371024,59.05935,07:10:13 28 Jul 2020
Trump,7/27/2020,D,8.1705315,90.035528,14:50:10 27 Jul 2020
Trump,7/27/2020,I,33.255918,61.290314,14:50:11 27 Jul 2020
Trump,7/27/2020,R,77.981799,19.795396,14:50:13 27 Jul 2020
Trump,7/27/2020,all,37.34241,59.068049,14:50:16 27 Jul 2020
Trump,7/26/2020,all,37.837342,58.624948,09:40:20 26 Jul 2020
Trump,7/26/2020,D,8.6013115,89.706997,09:40:09 26 Jul 2020
Trump,7/26/2020,I,33.155529,61.207238,09:40:12 26 Jul 2020
Trump,7/26/2020,R,78.349072,19.412061,09:40:16 26 Jul 2020
Trump,7/25/2020,D,8.6013115,89.706997,09:40:10 26 Jul 2020
Trump,7/25/2020,all,37.837342,58.624948,09:40:22 26 Jul 2020
Trump,7/25/2020,I,33.155529,61.207238,09:40:14 26 Jul 2020
Trump,7/25/2020,R,78.349072,19.412061,09:40:17 26 Jul 2020
Trump,7/24/2020,D,8.4896375,89.671377,17:40:08 24 Jul 2020
Trump,7/24/2020,I,32.524548,61.246915,17:40:10 24 Jul 2020
Trump,7/24/2020,R,78.168248,19.425405,17:40:12 24 Jul 2020
Trump,7/24/2020,all,37.64945,58.568647,17:40:14 24 Jul 2020
Trump,7/23/2020,D,8.3332754,90.049632,17:00:10 23 Jul 2020
Trump,7/23/2020,I,32.120548,61.85511,17:00:12 23 Jul 2020
Trump,7/23/2020,R,77.968847,19.76965,17:00:14 23 Jul 2020
Trump,7/23/2020,all,38.017899,58.393985,17:00:17 23 Jul 2020
Trump,7/22/2020,D,8.6925659,89.633106,14:30:07 22 Jul 2020
Trump,7/22/2020,I,32.197179,61.595546,14:30:09 22 Jul 2020
Trump,7/22/2020,R,78.806935,18.80469,14:30:10 22 Jul 2020
Trump,7/22/2020,all,38.394418,57.825748,14:30:13 22 Jul 2020
Trump,7/21/2020,D,8.8040591,89.45983,22:05:08 21 Jul 2020
Trump,7/21/2020,I,33.141061,61.006458,22:05:10 21 Jul 2020
Trump,7/21/2020,R,79.137322,18.343189,22:05:11 21 Jul 2020
Trump,7/21/2020,all,38.319985,57.859741,22:05:14 21 Jul 2020
Trump,7/20/2020,D,9.0491613,89.453523,18:45:08 20 Jul 2020
Trump,7/20/2020,I,33.020906,61.154527,18:45:09 20 Jul 2020
Trump,7/20/2020,R,79.411434,18.29856,18:45:11 20 Jul 2020
Trump,7/20/2020,all,38.459636,57.908081,18:45:13 20 Jul 2020
Trump,7/19/2020,D,9.0246188,89.52619,09:05:08 19 Jul 2020
Trump,7/19/2020,I,32.966903,61.394761,09:05:11 19 Jul 2020
Trump,7/19/2020,all,38.458578,57.889945,09:05:18 19 Jul 2020
Trump,7/19/2020,R,79.512877,18.20169,09:05:14 19 Jul 2020
Trump,7/18/2020,all,38.458578,57.889945,09:05:21 19 Jul 2020
Trump,7/18/2020,R,79.512877,18.20169,09:05:16 19 Jul 2020
Trump,7/18/2020,I,32.966903,61.394761,09:05:13 19 Jul 2020
Trump,7/18/2020,D,9.0246188,89.52619,09:05:09 19 Jul 2020
Trump,7/17/2020,D,8.6451497,89.891161,18:50:08 17 Jul 2020
Trump,7/17/2020,I,33.234397,60.953936,18:50:10 17 Jul 2020
Trump,7/17/2020,R,79.339026,18.384575,18:50:11 17 Jul 2020
Trump,7/17/2020,all,38.089274,58.060327,18:50:13 17 Jul 2020
Trump,7/16/2020,D,9.2766044,89.310611,16:40:08 16 Jul 2020
Trump,7/16/2020,I,32.398083,61.396277,16:40:09 16 Jul 2020
Trump,7/16/2020,R,79.737455,17.921644,16:40:11 16 Jul 2020
Trump,7/16/2020,all,38.352085,57.662153000000004,16:40:13 16 Jul 2020
Trump,7/15/2020,D,9.3760436,89.174571,17:10:08 15 Jul 2020
Trump,7/15/2020,I,32.898381,61.062977,17:10:10 15 Jul 2020
Trump,7/15/2020,R,79.891423,17.739647,17:10:12 15 Jul 2020
Trump,7/15/2020,all,38.352085,57.662153000000004,17:10:14 15 Jul 2020
Trump,7/14/2020,D,9.9714027,88.447577,19:00:08 14 Jul 2020
Trump,7/14/2020,I,34.1898,59.99144,19:00:09 14 Jul 2020
Trump,7/14/2020,R,80.786528,16.885004,19:00:11 14 Jul 2020
Trump,7/14/2020,all,39.33537,56.736723,19:00:14 14 Jul 2020
Trump,7/13/2020,D,10.017514,88.373355,16:45:08 13 Jul 2020
Trump,7/13/2020,I,34.652292,59.415715,16:45:10 13 Jul 2020
Trump,7/13/2020,R,80.789774,16.948047,16:45:11 13 Jul 2020
Trump,7/13/2020,all,39.323584,56.659761,16:45:13 13 Jul 2020
Trump,7/12/2020,D,10.019695,88.451031,16:35:11 13 Jul 2020
Trump,7/12/2020,R,80.901185,16.761662,16:35:21 13 Jul 2020
Trump,7/12/2020,I,34.495107,59.546808,16:35:16 13 Jul 2020
Trump,7/12/2020,all,39.308986,56.665657,16:35:27 13 Jul 2020
Trump,7/11/2020,all,39.308986,56.665657,16:35:29 13 Jul 2020
Trump,7/11/2020,D,10.019695,88.451031,16:35:12 13 Jul 2020
